bldg_id
510
1655
1700
3424
6034
6975
7612
7830
9077
10735
11458
11490
12342
13761
15799
15812
17024
17320
19791
21336
22641
23173
25421
26864
31170
31375
31538
32880
34198
34365
35139
35310
35769
37051
41951
43246
43442
44040
44766
45364
45661
50186
50361
53086
54086
55142
55240
56150
56299
56341
56805
57119
57646
57693
58658
58681
59156
61315
62164
62706
63725
64522
65333
65865
66159
68088
69315
69878
70027
70079
70312
71034
71681
72345
72775
74382
75910
76867
78204
78264
78512
78956
79120
80184
80655
82315
82538
84430
84753
85261
86623
86935
87415
87594
87859
87917
88300
88748
89220
92025
92848
93383
93443
93918
94265
94377
94702
95890
95946
96149
97379
98179
98222
98567
98895
100265
100367
101121
101399
101434
101822
103360
103614
105312
106237
107236
110442
111968
113172
113386
113809
114803
115980
118319
119074
119156
122717
122830
123228
124517
125602
125881
126104
128133
128733
129501
129571
130689
133111
135214
135338
135966
137538
137757
139488
140567
143022
143288
144326
145403
148891
149013
151012
151069
151163
151492
151659
152018
153579
153839
155005
155614
158893
159926
160243
161220
166332
167676
168154
171668
173040
173400
175279
175357
177734
177800
178922
182187
182528
183068
183553
184636
184742
184851
186093
186407
186438
187074
189517
189956
191102
191317
191406
191466
193094
194901
195639
196712
200729
201567
202613
203635
203738
203787
204164
204919
205007
205226
205264
205267
205272
206697
207249
207291
207534
209961
211085
211403
211493
212174
212637
214273
215489
217259
218118
218143
220565
221981
222369
223282
224535
225480
226439
226462
228135
229319
231542
232538
233143
233329
233935
234429
235872
236353
236421
236621
236709
237616
239532
240439
240988
241242
241312
241972
242920
244040
244865
245154
246807
249295
249325
253050
253262
253284
253319
253852
255351
255498
255642
255711
256127
257108
257738
257910
260248
260950
263908
263933
264134
264151
264742
266754
267357
267860
269129
269317
272302
273700
273946
275002
277866
278652
279322
280107
281018
281076
281716
283349
284401
285282
286979
288184
291004
291145
292540
292746
293340
294164
295328
296419
297453
298808
299425
300837
300839
301424
301762
302371
302909
303195
303288
303300
303512
303537
304172
304423
307014
307423
310495
310669
310716
311717
312687
317638
319254
319731
320084
320097
321274
321301
323456
324063
324321
325136
325521
326184
326772
326882
326900
327647
327733
328101
329283
329700
329817
331332
332066
333378
333602
334036
334920
334993
335998
336090
337419
337740
338250
338994
339385
340189
341797
343124
346928
347664
347989
348028
348238
349003
349059
350068
350191
350503
350744
351573
352938
355019
356107
356931
358256
358567
358606
361850
362078
362129
364258
364293
364654
365474
366390
367289
367342
368771
374302
374907
375330
378734
378939
379140
379341
380232
381285
386007
386648
387861
387968
389891
391034
391267
391384
391821
392035
393774
394579
396743
397322
397621
398137
401774
401840
404255
405897
406843
407015
407423
407871
408613
408897
408994
409356
409596
409648
414453
414494
417947
418993
419466
419522
420302
420312
420334
420674
421272
421718
423028
423932
423977
425234
426211
426971
427198
427357
428121
428639
430631
430938
431482
433185
435233
437111
437117
437744
437753
438346
438421
438492
439040
439301
440462
441134
441286
442291
443504
443788
443973
444781
445023
446328
446568
446580
447174
449349
452464
452956
453251
453849
456293
456858
456980
458439
461496
463574
464562
465328
467301
468050
469363
469814
475067
475226
475475
475546
477541
478943
479755
479965
480064
480394
480412
480797
481789
482042
482817
483031
484254
484554
484958
485056
485674
486509
487330
487596
487958
488479
489708
491613
491645
492145
492457
494137
494567
494774
495902
496089
496447
499272
501689
501868
505994
506590
507329
508436
509639
509767
511450
511936
512197
514888
515178
516356
518581
519907
519967
521360
521590
521901
525319
526595
528903
530954
531533
531859
531961
532293
533465
534517
534546
534907
535075
535617
536034
536694
538157
538335
539090
540223
540325
540631
541653
541702
542545
543766
543959
546088
547188
547247
547426
548817
